id,Lat,Lon,VAP,RHU,PRS,PWV,dataset
957,28.34,109.56,20.37,100,935.7,43.0958,train
958,28.34,110.03,21.47,99,981.8,48.5964,train
959,28.34,111.61,21.74,99,994,51.8405,train
960,28.34,112.93,21.25,78,1002.9,40.2328,test
961,28.34,113.2,22.32,86,1004,36.8745,train
962,28.35,109.76,21.73,93,986.9,47.5711,train
963,28.35,109.95,21.42,100,966.9,49.3948,train
964,28.35,110.3,22.37,100,993.2,41.8202,train
965,28.35,111.1,21.96,100,985.9,44.998,test
966,28.35,111.5,21.74,99,993.7,49.7266,train
967,28.35,112.45,23.72,96,999.2,50.3044,train
968,28.35,112.82,22.06,80,1002.9,35.7828,train
969,28.35,112.83,21.11,77,1003.4,40.5956,train
970,28.36,109.7,21.88,96,983.6,49.1906,test
971,28.36,112.78,21.79,85,1002.5,41.1644,train
972,28.36,113.75,21.56,90,987.6,43.9884,train
973,28.36,113.81,22.04,92,993.5,40.8933,train
974,28.37,109.85,21.02,100,955.3,43.1539,train
975,28.37,111.42,20.36,91,999.3,47.0322,test
976,28.38,109.61,18.06,87,921.8,40.6944,train
977,28.38,111.22,20.95,88,986.1,45.4,train
978,28.38,113.44,21.25,86,998.1,33.696,train
979,28.39,111.5,22.51,100,999,45.4207,train
980,28.39,112.04,13.14,58,986.1,16.7011,test
981,28.4,112.28,20.24,85,1000.1,33.9831,train
982,28.4,113.01,22.6,80,1001.3,44.6362,train
983,28.4,113.12,19.87,78,999.9,38.5965,train
984,28.41,111.84,23.57,99,996.2,47.7004,train
985,28.41,112.16,23.76,95,1001.1,42.1129,test
986,28.41,112.44,22.76,91,1001.5,54.4745,train
987,28.41,112.78,23.51,100,997.4,51.1372,train
988,28.41,112.93,21.66,84,1002.8,43.439,train
989,28.41,112.99,21.53,84,998,46.8326,train
990,28.41,113.01,22.2,84,1000.7,47.0725,test
991,28.41,113.22,21.79,85,1002.6,43.5382,train
992,28.41,113.92,21.14,84,994.1,43.4306,train
993,28.41,114.2,20.39,90,950.1,47.9241,train
994,28.42,109.5,20.63,100,923.8,45.7811,train
995,28.42,109.93,21.96,100,982,51.2179,test
996,28.42,110.79,20.11,100,963.5,34.382,train
997,28.43,109.79,21.96,100,981.7,50.8016,train
998,28.43,112.16,20.63,83,1001.9,36.5117,train
999,28.43,112.99,22.47,81,993.7,44.4765,train
1000,28.43,113.6,21.29,90,991.3,43.9323,test
1001,28.43,114.15,15.58,92,851.6,34.4912,train
1002,28.44,109.42,20.42,99,948.5,45.8959,train
1003,28.44,111.28,22.66,100,991.4,49.7718,train
1004,28.44,111.65,23.96,100,1000.2,48.377,train
1005,28.44,111.78,20.57,88,999.6,44.4602,test
1006,28.44,111.99,22.25,97,997.6,49.6578,train
1007,28.44,112.47,21.02,83,999.9,36.2416,train
1008,28.44,113,21.79,85,1001.2,44.8849,train
1009,28.44,113.66,23.19,98,976.7,46.3675,train
1010,28.45,109.79,20.82,96,982,46.6482,test
1011,28.45,109.83,21.28,100,968.9,43.4742,train
1012,28.45,111.21,22.9,98,991.7,51.9172,train
1013,28.45,113.04,21.4,84,1000.3,44.4958,train
1014,28.46,110.4,23.08,100,991.7,44.8,train
1015,28.46,111.39,22.37,100,993.5,56.8373,test
1016,28.46,111.93,22.37,100,997.1,49.4989,train
1017,28.46,112.79,23.27,87,1004.8,51.9611,train
1018,28.47,111.94,20.97,92,1000.5,44.0315,train
1019,28.47,113.01,19.4,82,962.5,29.6116,train
1020,28.47,113.33,22.07,83,1000.2,46.0182,test
1021,28.48,109.89,21.57,97,975.5,51.243,train
1022,28.48,112.25,23.51,100,999.7,52.9776,train
1023,28.48,112.52,25.53,99,1004.8,55.8311,train
1024,28.48,112.56,21.78,86,1004.9,42.7509,train
1025,28.48,112.59,25.32,100,1004.4,56.6804,test
1026,28.48,112.8,21.53,80,1002.6,37.8859,train
1027,28.48,113.38,20.89,82,996.6,39.669,train
1028,28.48,113.72,21.33,93,973.2,46.1439,train
1029,28.49,111.49,22.1,100,991.7,45.8141,train
1030,28.49,111.85,21.69,90,997.1,41.1337,test
1031,28.49,112.43,22.01,88,1002.3,42.5491,train
1032,28.49,112.73,21.79,85,1005.1,43.3752,train
1033,28.49,113.11,22.76,91,1002.5,44.731,train
1034,28.5,109.39,20.63,100,948.5,45.7964,train
1035,28.5,112.4,20.76,80,1003.4,39.8172,test
1036,28.51,109.47,20.81,99,953.7,54.021,train
1037,28.51,112.49,22.44,87,1004.9,46.4422,train
1038,28.51,112.75,22.19,85,1004.3,47.6154,train
1039,28.52,109.28,21.47,99,971.5,46.4075,train
1040,28.52,109.59,19.92,93,930.6,43.3464,test
1041,28.52,110.72,22.01,99,991,41.9445,train
1042,28.52,112.14,20.63,83,992.5,40.3,train
1043,28.52,112.14,24.17,92,1003.1,33.7832,train
1044,28.53,110.22,22.24,100,994.2,42.5875,train
1045,28.53,110.64,20.26,94,973,41.2951,test
1046,28.53,110.91,21.3,94,970.5,48.0986,train
1047,28.53,111.61,22.94,100,997.1,44.6198,train
1048,28.53,112.26,24.46,99,1003.1,30.8462,train
1049,28.53,113.01,25.48,100,1001.1,40.1621,train
1050,28.53,113.2,24.1,100,995.2,38.7746,test
1051,28.53,113.36,20.64,81,1001,35.6547,train
1052,28.53,113.37,22.48,91,999.1,41.6093,train
1053,28.54,109.46,19.93,96,949.1,44.5014,train
1054,28.54,109.76,20.56,96,967.1,52.5344,train
1055,28.54,111.72,22.95,97,998.5,47.2068,test
1056,28.54,112.05,22.98,93,1001.5,40.5871,train
1057,28.54,112.43,23.84,93,1004.4,53.4821,train
1058,28.54,112.96,22.85,87,999.7,40.2097,train
1059,28.54,113.35,20.25,79,999.2,33.9499,train
1060,28.55,111.97,22.01,88,1002.4,27.0998,test
1061,28.55,112.68,26.11,100,1004.5,50.4395,train
1062,28.55,113.08,18.3,86,934.9,35.0185,train
1063,28.55,113.2,21.27,83,995.6,45.4132,train
1064,28.55,113.45,22.12,89,994.1,41.8643,train
1065,28.56,111.83,22.34,91,999.9,42.0882,test
1066,28.56,112.33,21.54,83,997.5,48.3017,train
1067,28.56,113.6,22.07,91,993.2,42.4417,train
1068,28.57,109.87,20.11,100,929.4,36.6344,train
1069,28.57,112.2,21.54,83,1003.8,31.2223,train
1070,28.57,112.38,21.53,84,994.8,46.2,test
1071,28.59,109.84,19.73,100,934.4,43.4917,train
1072,28.59,112.29,22.23,90,1003.8,45.9092,train
1073,28.59,112.45,9.72,37,1004.8,16.9436,train
1074,28.59,113.38,20.51,81,992,37.6656,train
1075,28.59,113.73,24.55,100,997,40.4778,test
1076,28.59,113.84,23.9,91,993.3,38.2312,train
1077,28.6,112,24.66,98,999.1,46.6937,train
1078,28.6,112.2,22.97,88,1002.7,32.702,train
1079,28.6,112.37,22.48,82,1004.7,36.7343,train
1080,28.61,109.35,21.3,97,970.3,45.1688,test
1081,28.61,111.74,21.29,90,995.2,41.8768,train
1082,28.61,112.12,22.07,83,1000.3,42.4978,train
1083,28.61,112.35,20.73,77,1004.8,23.5865,train
1084,28.62,109.95,22.66,100,973.2,43.3,train
1085,28.62,113.25,23.08,94,1001.1,45.9001,test
1086,28.63,109.55,23.23,100,981.9,54.0713,train
1087,28.63,112.32,21.28,81,1003.5,40.8639,train
1088,28.63,112.57,22.85,87,1004.1,52.3763,train
1089,28.63,112.59,12.87,49,1005.2,32.0135,train
1090,28.63,112.81,24.31,92,1005.3,52.8735,test
1091,28.63,113.56,22.98,93,988.8,49.5583,train
1092,28.64,113.28,22.32,86,999.6,41.7726,train
1093,28.64,113.83,21.87,88,995.2,44.6648,train
1094,28.65,110.35,20.65,97,971.5,43.8412,train
1095,28.65,111.24,22.94,94,996.1,51.1046,test
1096,28.65,111.32,19.64,81,1000.2,50.2447,train
1097,28.67,111.99,21.8,83,1000.8,37.5088,train
1098,28.68,109.65,20.82,96,959.9,51.5166,train
1099,28.69,109.83,21.69,100,963.2,49.6937,train
1100,28.69,110.53,22.24,100,990.8,42.7454,test
1101,28.69,110.75,21.66,95,990,48.3276,train
1102,28.69,112.14,20.71,76,997.4,39.4897,train
1103,28.69,112.24,18.91,72,1000.5,26.9343,train
1104,28.69,113.04,24.71,97,999.2,49.4792,train
1105,28.69,113.13,21,85,966.5,46.5404,test
1106,28.7,113.94,23.96,100,993.7,47.701,train
1107,28.71,111.55,20.26,82,993.7,44.7269,train
1108,28.71,112.77,22.45,86,1004.4,44.1503,train
1109,28.71,113.43,24.4,100,999.8,46.4091,train
1110,28.71,113.57,24.86,100,996.3,41,test
1111,28.72,111.77,22.56,88,998,43.9585,train
1112,28.73,112.7,23.5,90,1004.4,46.789,train
1113,28.73,112.93,24.54,94,1001.2,45.5784,train
1114,28.74,109.81,21.34,99,965.2,50.065,train
1115,28.74,109.96,20.6,98,951.8,42.2993,test
1116,28.74,112.18,20.76,82,999.6,36.7077,train
1117,28.75,111.33,21.47,88,1002.3,37.1876,train
1118,28.75,113.24,24.39,94,1002.4,41.9817,train
1119,28.75,113.71,21.78,86,992.2,48.3248,train
1120,28.76,109.85,21.12,98,959.1,44.93,test
1121,28.76,110.43,22.51,100,985.6,43.1835,train
1122,28.76,111.23,23.81,100,1000.1,42.9576,train
1123,28.76,112.35,23.84,93,1004.4,40.2406,train
1124,28.76,112.99,22.83,88,1001.8,40.5979,train
1125,28.77,112.45,23.58,92,1004.4,44.4488,test
1126,28.77,113.01,25.79,100,1002.2,57.0685,train
1127,28.78,109.79,20.99,98,956.8,48.61,train
1128,28.78,113.61,21.15,81,997.8,35.7425,train
1129,28.8,110.21,18.86,92,921,40.5854,train
1130,28.8,110.63,21.26,95,991.5,50.1757,test
1131,28.8,112.58,13.84,53,1004.5,21.2945,train
1132,28.8,113.07,21.41,81,1003.1,44.1564,train
1133,28.81,109.35,22.8,100,970.2,44.5294,train
1134,28.81,109.74,22.06,98,977,38.0087,train
1135,28.81,111.01,24.4,100,999.3,50.1818,test
1136,28.81,114.05,21.08,88,992.5,41.0041,train
1137,28.82,110.12,21.3,94,981.1,46.0028,train
1138,28.83,112.39,20.53,74,1005,29.1136,train
1139,28.83,113.16,22.74,85,1003.5,52.9659,train
1140,28.84,109.26,15.74,85,873,33.1842,test
1141,28.84,112.37,26,99,1003.7,40.6,train
1142,28.84,113.61,21,85,995.8,37.6727,train
1143,28.85,110.2,19.19,96,912.9,40.1154,train
1144,28.85,110.33,21.08,96,971,41.0258,train
1145,28.85,111.65,22.01,88,1003.3,53.1942,test
1146,28.85,113.03,22.34,84,1005.3,44.5307,train
1147,28.85,113.94,21.27,91,988.3,46.2455,train
1148,28.86,109.78,21.52,98,962.1,37.7201,train
1149,28.86,110,14.08,67,946,26.1601,train
1150,28.86,112.92,22.34,83,1005.2,44.9272,test
1151,28.86,113.11,21.15,82,999.5,42.2,train
1152,28.87,111.48,21.25,86,1003.2,41.0116,train
1153,28.87,113.51,21.29,90,994.4,40.9041,train
1154,28.89,109.7,20.94,99,954.9,39.1684,train
1155,28.89,110.85,21.7,97,984.4,40.548,test
1156,28.89,111.82,21.53,84,1004.4,45.3562,train
1157,28.9,110.07,19.71,98,927.4,31.6811,train
1158,28.9,113.84,16.12,69,975.3,21.9903,train
1159,28.91,111.48,22.44,87,1002.7,41,train
1160,28.91,111.74,21.66,84,1001.7,39.925,test
1161,28.91,113.6,23.86,96,991.4,37.9223,train
1162,28.92,109.45,21.98,97,969,48.0569,train
1163,28.92,110.3,19.89,90,941.4,40.7544,train
1164,28.92,111.96,22.44,87,1004.3,40,train
1165,28.92,113.78,18.57,83,964.4,33.6601,test
1166,28.93,110.21,20.94,93,969.2,44.2815,train
1167,28.93,110.44,22.24,100,966.6,46.6547,train
1168,28.94,110.03,20.34,98,943.7,43.3723,train
1169,28.94,110.97,20.2,92,964.7,41.2913,train
1170,28.94,112.58,18.91,72,1005.2,29.4941,test
1171,28.94,113.74,21.29,90,987.7,45.8687,train
1172,28.95,112.3,23.01,92,998.8,42.7809,train
1173,28.96,109.4,19.4,82,977.9,41.7627,train
1174,28.96,111.75,22.71,87,1003.9,41.6318,train
1175,28.97,110.45,19.86,100,909.5,41.2471,test
1176,28.97,112.92,22.61,84,1005.7,48.1769,train
1177,28.97,113.82,12.05,63,880,20.8471,train
1178,28.97,113.92,15.76,70,964.8,23.9407,train
1179,28.98,110.67,20.86,95,972.9,43.3526,train
1180,28.99,109.67,21.69,100,960.1,34.3377,test
1181,28.99,110.81,21.12,95,984.6,35.6888,train
1182,28.99,111.8,21.8,82,1004.4,43.946,train
1183,28.99,112.84,25.26,95,1005.1,47.5951,train
1184,29,112.97,27.41,100,1004.1,50.9674,train
1185,29.01,109.84,21.63,92,978.5,41.8,test
1186,29.01,110.5,20.09,98,950.1,42.4675,train
1187,29.01,112.49,24.17,92,1005.2,50.3211,train
1188,29.01,113.44,22.76,91,994,46.5368,train
1189,29.01,113.69,22.51,100,987.7,48.2034,train
1190,29.02,110.14,20.81,99,947.3,37.8902,test
1191,29.02,110.62,19.92,93,938.7,39.9013,train
1192,29.02,110.72,21.74,99,966.8,43.2966,train
1193,29.02,111.57,26.11,100,1004,45.0882,train
1194,29.02,112.01,22.89,84,1004.3,49.0667,train
1195,29.02,113.49,21.13,91,994.4,40.5741,test
1196,29.03,110.29,21.17,97,961.8,42.708,train
1197,29.03,111.73,21.93,80,1004.5,44.1624,train
1198,29.04,109.35,21.43,97,969.1,41.6272,train
1199,29.04,111.62,22.04,86,1004,36.0883,train
1200,29.04,112.3,23.35,90,1001.2,45.1273,test
1201,29.05,110.82,21.96,100,965.3,42.0387,train
1202,29.05,111.68,21.53,80,1004.3,39.139,train
1203,29.05,112,23.04,91,1004.6,51.5716,train
1204,29.06,110.98,22.06,98,984.8,49.91,train
1205,29.07,112.44,26.75,100,1005.2,41.6175,test
1206,29.07,113.78,22.94,100,988.1,53.8446,train
1207,29.08,109.98,20.04,99,937.3,41.9397,train
1208,29.08,110.48,22.94,100,977.5,40.5763,train
1209,29.08,112.7,25.9,98,1004.8,46.8874,train
1210,29.09,110.34,19.28,80,987.8,44.0909,test
1211,29.1,109.71,21.52,95,969.8,41.4501,train
1212,29.1,109.96,21.34,99,960.3,37.3184,train
1213,29.1,110.45,23.51,100,985.5,51.3615,train
1214,29.11,110.52,23.51,100,979.9,44.494,train
1215,29.11,112.34,23.09,89,1004.9,38.4089,test
1216,29.11,112.67,22.33,85,1005.2,35.9265,train
1217,29.12,110.38,23.23,100,984.5,47.5263,train
1218,29.12,110.42,22.71,99,983.8,43.5,train
1219,29.12,111.68,21.85,89,990.8,38.5,train
1220,29.12,112.56,23.42,87,1005.1,44.9648,test
1221,29.13,110.19,21.69,100,962.2,38.9805,train
1222,29.13,112.43,26.43,100,1005.1,44.3506,train
1223,29.13,113.02,22.53,89,1004.2,43.9523,train
1224,29.14,109.37,19.49,100,917.8,35.4298,train
1225,29.14,109.69,22.37,100,965.5,45.7069,test
1226,29.14,110.01,17.67,82,961.9,43.3514,train
1227,29.14,110.49,23.24,97,985.7,54.5803,train
1228,29.15,110.56,23.37,100,987.9,47.0285,train
1229,29.15,112.12,22.75,83,1004.7,43.6306,train
1230,29.16,110.2,23.14,99,984.5,49.9924,test
1231,29.16,110.31,23.37,100,960.8,42.9657,train
1232,29.16,110.41,23.37,100,988.7,46.9651,train
1233,29.16,110.83,18.47,96,913.2,33.694,train
1234,29.18,109.62,20.34,98,942.5,43.3723,train
1235,29.18,109.89,20.78,97,956.7,40.1139,test
1236,29.18,110.68,22.66,100,981.4,43.2205,train
1237,29.19,110.12,21.69,100,967.2,36.6877,train
1238,29.19,110.39,22.94,100,981.2,41.1921,train
1239,29.19,110.51,22.37,100,980,41.7783,train
1240,29.19,111.63,23.95,94,1003.7,39.696,test
1241,29.19,112.36,22.47,84,1004.3,29.9936,train
1242,29.19,112.63,23.35,90,1005.1,36.0427,train
1243,29.19,113.11,23.51,94,1002.7,39.0776,train
1244,29.19,113.52,21.93,91,997.7,43.1336,train
1245,29.2,109.77,20.5,100,923.7,37.4468,test
1246,29.2,109.83,20.09,98,942.8,42.4942,train
1247,29.2,109.96,21.12,98,960.7,38.5768,train
1248,29.2,111.18,23.07,90,995,49.9636,train
1249,29.21,111.98,23.43,86,1004.4,43.2042,train
1250,29.22,112.7,23.5,90,1005.3,33.5701,test
1251,29.23,110.44,22.37,100,977.8,44.3518,train
1252,29.23,110.62,22.51,100,976,40.1331,train
1253,29.23,112.55,23.4,88,1005,38.6338,train
1254,29.23,113.09,26.32,99,1005.2,45.0468,train
1255,29.23,113.39,22.62,91,996.8,50.7782,test
1256,29.24,112.41,23.57,86,1004.8,45.8421,train
1257,29.24,113.14,23.07,90,997.3,45.0457,train
1258,29.25,110.52,22.66,100,972.1,41.3199,train
1259,29.26,109.73,20.99,98,961.5,39.7091,train
1260,29.26,110.72,23.66,100,988.5,52.2142,test
1261,29.26,111.54,23.47,95,996.6,52.2819,train
1262,29.26,113.51,17.21,90,921.6,29.2709,train
1263,29.27,110.15,21.04,97,963.9,38.9779,train
1264,29.27,110.26,21.79,98,967.1,47.1359,train
1265,29.28,110.01,21.07,99,956.6,40.311,test
1266,29.28,110.33,21.82,100,951.5,39.0239,train
1267,29.28,110.94,21.15,100,940.4,38.6674,train
1268,29.28,112.15,27.92,100,1004.6,51.9807,train
1269,29.28,112.34,23.86,86,1004.8,43.8468,train
1270,29.29,109.41,17.6,100,874.3,31.2635,test
1271,29.29,109.82,20.29,99,945.2,42.1535,train
1272,29.29,109.88,20.81,99,956.1,37.8902,train
1273,29.29,112.25,27.58,100,1004.7,46.1018,train
1274,29.29,112.66,25.65,93,1005.2,46.6074,train
1275,29.3,110.43,20.76,100,935.8,41.4539,test
1276,29.3,112.53,24.97,90,1004.7,46.799,train
1277,29.3,113.1,20.51,81,992.5,39.0641,train
1278,29.31,111.76,22.34,83,1000.1,41.0158,train
1279,29.31,112.27,26.48,96,1004.9,56.3468,train
1280,29.31,113.33,20.84,87,999.8,44.2905,test
1281,29.31,113.44,21.14,84,996.3,38.3541,train
1282,29.33,109.81,20.73,95,955.6,42.949,train
1283,29.33,109.91,20.55,99,955,35.2276,train
1284,29.33,109.98,21.42,100,965,43.7371,train
1285,29.34,109.49,19.86,100,912.4,34.2308,test
1286,29.34,110.31,21.28,100,950.2,41.1309,train
1287,29.34,110.56,23.08,100,957.8,39.7379,train
1288,29.35,110.36,21.15,100,957.3,40.1741,train
1289,29.35,111.71,24.43,93,997.8,41.1075,train
1290,29.35,112.41,16.57,59,1004.8,35.475,test
1291,29.35,112.43,26.49,99,1003.6,60.1432,train
1292,29.36,110.08,23.08,100,973.7,49.8543,train
1293,29.36,110.38,21.69,100,963,38.8508,train
1294,29.36,110.53,23.51,100,967.5,43.6619,train
1295,29.36,112.5,22.2,80,1004.9,43.3822,test
1296,29.36,113.53,23.4,88,1000.1,49.3172,train
1297,29.37,110.58,23.23,100,976.2,44.6112,train
1298,29.37,113.47,21.01,80,996.2,41.5641,train
1299,29.38,111.54,22.57,87,998.4,46.6307,train
1300,29.38,112.74,22.21,82,1004.9,54.5498,test
1301,29.38,113.09,25.22,92,1002.4,35.3,train
1302,29.39,110.01,21.15,100,954.6,40.1741,train
1303,29.39,110.16,22.37,100,967.7,44.2012,train
1304,29.39,110.46,15.55,74,888.2,28.8884,train
1305,29.39,110.98,22.28,88,988.5,48.5848,test
1306,29.39,113.63,19,86,945.5,38.7651,train
1307,29.4,110.16,21.23,92,972.6,41.8,train
1308,29.4,110.7,23.23,100,939.6,41.8928,train
1309,29.4,112.8,21.26,79,1004.8,33.8504,train
1310,29.41,109.6,19.68,96,919.7,39.4102,test
1311,29.41,109.92,20.86,95,965.4,41.5608,train
1312,29.41,110.44,20.86,98,948.6,39.8347,train
1313,29.41,112.2,25.84,96,1004.3,37.3,train
1314,29.41,113.31,22.47,81,992.9,44.5372,train
1315,29.42,111.38,23.13,87,996.4,44.1954,test
1316,29.42,111.97,24.42,88,1004,48.8284,train
1317,29.42,112.32,28.09,100,1004.7,54.0255,train
1318,29.42,112.64,26.24,94,1004.7,40.6644,train
1319,29.43,110.11,23.08,100,976.3,50.0966,train
1320,29.43,110.3,21.87,93,969.8,42.1535,test
1321,29.43,110.62,21.87,93,966.4,45.4674,train
1322,29.43,111.09,23.8,94,988.1,37.1,train
1323,29.44,110.24,23.23,100,975.8,45.7027,train
1324,29.44,113.17,21.32,75,1004.8,39.3366,train
1325,29.44,113.31,21.54,82,1001.4,41.4883,test
1326,29.45,110.93,22.01,99,942.6,40.6363,train
1327,29.45,113.05,17.82,65,1004.6,22.629,train
1328,29.45,113.36,20.76,82,995.6,37.8226,train
1329,29.46,109.44,20.74,91,954.8,40.7,train
1330,29.46,109.91,22.1,100,942.1,41.2025,test
1331,29.46,110.48,21.2,93,964.5,41.0533,train
1332,29.46,112.67,22.17,78,1004,42.9853,train
1333,29.46,113.22,20.16,74,999.6,31.4547,train
1334,29.47,109.82,22.1,100,941.2,41.2025,train
1335,29.47,111.67,24.1,89,997.7,46.4265,test
1336,29.47,112.5,25.34,93,1004.7,49.6906,train
1337,29.48,109.41,21.66,98,949.3,46.9166,train
1338,29.48,110.24,18.81,99,975.3,27.1893,train
1339,29.48,113.26,21.28,82,1003.4,42.768,train
1340,29.48,113.45,24.2,95,1001.2,36.9,test
1341,29.49,109.99,23.66,100,971.5,55.189,train
1342,29.49,110.16,22.1,100,957.1,41.2025,train
1343,29.49,110.36,22.66,100,953.7,41.2372,train
1344,29.49,110.55,23.96,100,968.4,43.6567,train
1345,29.49,112.41,25.85,99,1004.6,50.7212,test
1346,29.49,112.78,22.34,82,1005.2,49.4397,train
1347,29.49,113.19,21.39,79,1004.9,40.3089,train
1348,29.5,110.76,24.25,100,989.3,42.2343,train
1349,29.5,111.33,27.25,100,994.5,59.4015,train
1350,29.51,109.45,21.25,98,948.4,48.316,test
1351,29.51,110.29,21.87,93,970.9,40.28,train
1352,29.51,111.8,26.65,99,998.5,48.3084,train
1353,29.51,113.62,22.42,93,997.1,39.5727,train
1354,29.52,110.16,21.39,95,955.4,40.7508,train
1355,29.52,110.6,19.86,100,917.7,41.2471,test
1356,29.52,112.47,26.97,99,1004.7,43.9419,train
1357,29.52,112.56,21.66,80,1002.5,37.6,train
1358,29.52,113.31,22.06,84,1003.2,36.7241,train
1359,29.53,110.1,23.96,100,973.2,52.5811,train
1360,29.53,113.41,19.06,73,975.2,26.678,test
1361,29.54,109.81,20.64,94,938.9,43.3388,train
1362,29.54,112.56,21.92,79,1004.2,40.3131,train
1363,29.54,113.26,21.94,81,1003.3,40.4165,train
1364,29.54,113.36,21.55,74,1003.7,37.7499,train
1365,29.55,109.86,22.53,97,966.1,50.378,test
1366,29.55,110.39,21.47,93,958.1,40.4349,train
1367,29.55,110.49,23.14,99,954.6,48.6928,train
1368,29.55,111.03,22.55,93,987.2,41.6407,train
1369,29.55,111.66,23.76,91,997.5,55.0559,train
1370,29.55,112.19,22.34,84,1004.4,31.0443,test
1371,29.55,113.36,20.94,75,1004.3,42.0096,train
1372,29.56,111.62,26.7,98,999.6,46.832,train
1373,29.56,113.7,21.72,89,1000.3,46.1958,train
1374,29.57,109.7,18.12,96,918.1,33.1734,train
1375,29.57,112.51,22.46,85,1004.4,45.4312,test
1376,29.58,109.59,19.95,92,945.9,37.7366,train
1377,29.58,111.36,21.67,81,994.6,38.4,train
1378,29.58,112.1,24.58,93,1004.7,48.865,train
1379,29.59,110.01,21.96,100,944.7,40.4454,train
1380,29.59,113.33,20.72,72,1004.1,37.7825,test
1381,29.6,112.46,26.59,100,1004.9,52.6366,train
1382,29.6,112.81,21.78,86,1001.1,55.0421,train
1383,29.61,110.47,22.1,100,945.5,41.2025,train
1384,29.62,110.6,23.08,94,980.7,50.9687,train
1385,29.63,110.36,23.37,100,982,43.4115,test
1386,29.63,112.74,14.71,55,1002,17.9899,train
1387,29.64,110.28,20.89,100,921.2,38.3132,train
1388,29.64,110.96,22.1,94,984.7,51.0112,train
1389,29.64,113.5,23.03,84,1004.6,39.7601,train
1390,29.65,109.86,20.94,99,937,39.4516,test
1391,29.65,110.09,21.2,93,954.9,39.8758,train
1392,29.65,113.62,20.51,80,1004,39.6082,train
1393,29.66,110.01,21.96,100,952.3,40.4454,train
1394,29.66,113.35,20.88,79,1003.8,40.3459,train
1395,29.67,109.83,15.21,87,893.5,33.2217,test
1396,29.67,111.73,23.31,83,1003.6,38.1,train
1397,29.68,110.15,23.37,100,961.2,58.5431,train
1398,29.68,111.14,16.8,71,928.2,33.0607,train
1399,29.68,111.66,23.59,82,1003.1,34.3782,train
1400,29.7,109.92,22.2,98,962.8,41.0546,test
1401,29.7,110.58,18.17,100,892.1,34.9998,train
1402,29.7,112.03,26.04,95,1004.1,42.1854,train
1403,29.71,110.19,19.8,96,921.8,41.0924,train
1404,29.71,111.54,23.56,87,999,47.2042,train
1405,29.73,109.8,19.1,98,933.9,35.711,test
1406,29.73,112.85,25.48,100,1003.6,57.0077,train
1407,29.74,110.02,16.82,100,886.8,34.3475,train
1408,29.74,113.44,23.18,91,1004.1,44.6415,train
1409,29.75,110.85,22.16,96,984.6,47.3296,train
1410,29.77,110.07,15.77,100,866.8,30.7502,test
1411,29.77,111.53,24.84,94,998.3,44.4253,train
1412,29.79,113.52,23.24,89,1004.5,42.7871,train
1413,29.81,111.12,20.99,86,940.6,45.6031,train
1414,29.82,111.59,22.2,83,996.3,46.074,train
1415,29.85,111.39,23.9,91,982.1,45.0675,test
1416,29.87,111.8,25.69,99,996.9,53.1996,train
1417,29.88,110.54,19.39,97,886.6,37.2599,train
1418,29.89,111.02,21.88,99,959.1,51.4204,train
1419,29.93,110.68,11.11,60,848.1,21.1932,train
1420,29.94,110.78,22.39,97,980.1,42.1469,test
1421,29.98,111.07,20.77,94,976.6,43.3238,train
