id,Lat,Lon,rh,sp,t2m,PWV,dataset
1074,28.59,113.38,71.61,98826.11,19.45,37.6656,train
1075,28.59,113.73,73.55,97144.23,18.51,40.4778,test
1076,28.59,113.84,74,96517.87,18.27,38.2312,train
1077,28.6,112,60.22,99524.95,20.76,46.6937,train
1078,28.6,112.2,61.62,99820.15,20.95,32.702,train
1079,28.6,112.37,62.85,100219.71,21.14,36.7343,train
1080,28.61,109.35,59.96,99561.87,20.78,45.1688,test
1081,28.61,111.74,59.96,99561.87,20.78,41.8768,train
1082,28.61,112.12,60.73,99631.79,20.83,42.4978,train
1083,28.61,112.35,62.43,100189.83,21.14,23.5865,train
1084,28.62,109.95,59.69,99598.79,20.81,43.3,train
1085,28.62,113.25,69.24,99316.75,19.81,45.9001,test
1086,28.63,109.55,59.43,99635.71,20.84,54.0713,train
1087,28.63,112.32,61.67,100152.75,21.14,40.8639,train
1088,28.63,112.57,63.11,100344.75,21.08,52.3763,train
1089,28.63,112.59,63.28,100330.51,21.05,32.0135,train
1090,28.63,112.81,65.6,100075.71,20.72,52.8735,test
1091,28.63,113.56,71.32,98063.23,19.02,49.5583,train
1092,28.64,113.28,68.72,99243.91,19.72,41.7726,train
1093,28.64,113.83,72.11,96609.51,18.37,44.6648,train
1094,28.65,110.35,58.91,99709.55,20.89,43.8412,train
1095,28.65,111.24,58.91,99709.55,20.89,51.1046,test
1096,28.65,111.32,58.91,99709.55,20.89,50.2447,train
1097,28.67,111.99,58.38,99783.39,20.94,37.5088,train
1098,28.68,109.65,58.12,99820.31,20.97,51.5166,train
1099,28.69,109.83,57.86,99857.23,20.99,49.6937,train
1100,28.69,110.53,57.86,99857.23,20.99,42.7454,test
1101,28.69,110.75,57.86,99857.23,20.99,48.3276,train
1102,28.69,112.14,58.75,99913.79,21.03,39.4897,train
1103,28.69,112.24,59.45,100061.39,21.13,26.9343,train
1104,28.69,113.04,65.45,99906.59,20.32,49.4792,train
1105,28.69,113.13,65.93,99697.75,20.1,46.5404,test
1106,28.7,113.94,71.66,96342.35,18.3,47.701,train
1107,28.71,111.55,57.33,99931.07,21.05,44.7269,train
1108,28.71,112.77,62.49,100191.07,20.81,44.1503,train
1109,28.71,113.43,67.08,98735.03,19.31,46.4091,train
1110,28.71,113.57,68.09,98073.11,19.01,41,test
1111,28.72,111.77,57.07,99967.99,21.07,43.9585,train
1112,28.73,112.7,61.13,100278.99,20.92,46.789,train
1113,28.73,112.93,63.12,100103.95,20.54,45.5784,train
1114,28.74,109.81,56.55,100041.83,21.13,50.065,train
1115,28.74,109.96,56.55,100041.83,21.13,42.2993,test
1116,28.74,112.18,57.69,100114.55,21.17,36.7077,train
1117,28.75,111.33,56.28,100078.75,21.15,37.1876,train
1118,28.75,113.24,64.05,99534.75,19.83,41.9817,train
1119,28.75,113.71,67.43,97360.39,18.78,48.3248,train
1120,28.76,109.85,56.04,100086.03,21.16,44.93,test
1121,28.76,110.43,56.04,100086.03,21.16,43.1835,train
1122,28.76,111.23,56.04,100086.03,21.16,42.9576,train
1123,28.76,112.35,57.94,100277.75,21.21,40.2406,train
1124,28.76,112.99,62.49,100100.87,20.44,40.5979,train
1125,28.77,112.45,58,100375.75,21.21,44.4488,test
1126,28.77,113.01,62.2,100075.83,20.4,57.0685,train
1127,28.78,109.79,55.55,100100.59,21.17,48.61,train
1128,28.78,113.61,65.45,97891.03,18.94,35.7425,train
1129,28.8,110.21,55.07,100115.15,21.18,40.5854,train
1130,28.8,110.63,55.07,100115.15,21.18,50.1757,test
1131,28.8,112.58,57.94,100365.79,21.07,21.2945,train
1132,28.8,113.07,61.22,99947.95,20.26,44.1564,train
1133,28.81,109.35,54.82,100122.43,21.18,44.5294,train
1134,28.81,109.74,54.82,100122.43,21.18,38.0087,train
1135,28.81,111.01,54.82,100122.43,21.18,50.1818,test
1136,28.81,114.05,69.78,96414.35,18.26,41.0041,train
1137,28.82,110.12,54.58,100129.71,21.19,46.0028,train
1138,28.83,112.39,55.91,100311.67,21.15,29.1136,train
1139,28.83,113.16,60.38,99754.27,20.04,52.9659,train
1140,28.84,109.26,54.09,100144.27,21.2,33.1842,test
1141,28.84,112.37,55.52,100291.11,21.14,40.6,train
1142,28.84,113.61,62.89,97889.11,18.93,37.6727,train
1143,28.85,110.2,53.85,100151.55,21.2,40.1154,train
1144,28.85,110.33,53.85,100151.55,21.2,41.0258,train
1145,28.85,111.65,53.85,100151.55,21.2,53.1942,test
1146,28.85,113.03,59.04,100084.55,20.36,44.5307,train
1147,28.85,113.94,66.34,96732.15,18.34,46.2455,train
1148,28.86,109.78,53.61,100158.83,21.21,37.7201,train
1149,28.86,110,53.61,100158.83,21.21,26.1601,train
1150,28.86,112.92,57.89,100222.63,20.58,44.9272,test
1151,28.86,113.11,58.92,99882.59,20.17,42.2,train
1152,28.87,111.48,53.36,100166.11,21.21,41.0116,train
1153,28.87,113.51,60.91,98419.75,19.09,40.9041,train
1154,28.89,109.7,52.88,100180.67,21.22,39.1684,train
1155,28.89,110.85,52.88,100180.67,21.22,40.548,test
1156,28.89,111.82,52.88,100180.67,21.22,45.3562,train
1157,28.9,110.07,52.63,100187.95,21.23,31.6811,train
1158,28.9,113.84,62.98,97025.71,18.43,21.9903,train
1159,28.91,111.48,52.39,100195.23,21.23,41,train
1160,28.91,111.74,52.39,100195.23,21.23,39.925,test
1161,28.91,113.6,59.86,97935.91,18.93,37.9223,train
1162,28.92,109.45,52.15,100202.51,21.24,48.0569,train
1163,28.92,110.3,52.15,100202.51,21.24,40.7544,train
1164,28.92,111.96,52.15,100202.51,21.24,40,train
1165,28.92,113.78,61.32,97053.79,18.47,33.6601,test
1166,28.93,110.21,51.9,100209.79,21.24,44.2815,train
1167,28.93,110.44,51.9,100209.79,21.24,46.6547,train
1168,28.94,110.03,51.66,100217.07,21.25,43.3723,train
1169,28.94,110.97,51.66,100217.07,21.25,41.2913,train
1170,28.94,112.58,53.47,100367.79,20.96,29.4941,test
1171,28.94,113.74,60,97120.67,18.51,45.8687,train
1172,28.95,112.3,52.15,100357.75,21.21,42.7809,train
1173,28.96,109.4,51.17,100231.63,21.26,41.7627,train
1174,28.96,111.75,51.17,100231.63,21.26,41.6318,train
1175,28.97,110.45,50.93,100238.91,21.26,41.2471,test
1176,28.97,112.92,53.63,100297.47,20.57,48.1769,train
1177,28.97,113.82,59.89,97006.95,18.37,20.8471,train
1178,28.97,113.92,61.32,96945.35,18.26,23.9407,train
1179,28.98,110.67,50.69,100246.19,21.27,43.3526,train
1180,28.99,109.67,50.44,100253.47,21.27,34.3377,test
1181,28.99,110.81,50.44,100253.47,21.27,35.6888,train
1182,28.99,111.8,50.44,100253.47,21.27,43.946,train
1183,28.99,112.84,52.52,100346.19,20.67,47.5951,train
1184,29,112.97,52.76,100291.67,20.5,50.9674,train
1185,29.01,109.84,50.01,100261.91,21.28,41.8,test
1186,29.01,110.5,50.01,100261.91,21.28,42.4675,train
1187,29.01,112.49,50.81,100406.23,21.01,50.3211,train
1188,29.01,113.44,54.63,98752.47,19.29,46.5368,train
1189,29.01,113.69,56.82,97387.19,18.58,48.2034,train
1190,29.02,110.14,49.82,100263.07,21.28,37.8902,test
1191,29.02,110.62,49.82,100263.07,21.28,39.9013,train
1192,29.02,110.72,49.82,100263.07,21.28,43.2966,train
1193,29.02,111.57,49.82,100263.07,21.28,45.0882,train
1194,29.02,112.01,49.84,100268.67,21.28,49.0667,train
1195,29.02,113.49,54.64,98528.43,19.15,40.5741,test
1196,29.03,110.29,49.63,100264.23,21.28,42.708,train
1197,29.03,111.73,49.63,100264.23,21.28,44.1624,train
1198,29.04,109.35,49.45,100265.39,21.28,41.6272,train
1199,29.04,111.62,49.45,100265.39,21.28,36.0883,train
1200,29.04,112.3,49.86,100400.83,21.18,45.1273,test
1201,29.05,110.82,49.26,100266.55,21.29,42.0387,train
1202,29.05,111.68,49.26,100266.55,21.29,39.139,train
1203,29.05,112,49.26,100266.55,21.29,51.5716,train
1204,29.06,110.98,49.07,100267.71,21.29,49.91,train
1205,29.07,112.44,49.47,100403.35,21.01,41.6175,test
1206,29.07,113.78,56.17,97104.83,18.41,53.8446,train
1207,29.08,109.98,48.69,100270.03,21.29,41.9397,train
1208,29.08,110.48,48.69,100270.03,21.29,40.5763,train
1209,29.08,112.7,49.77,100392.67,20.75,46.8874,train
1210,29.09,110.34,48.5,100271.19,21.29,44.0909,test
1211,29.1,109.71,48.31,100272.35,21.29,41.4501,train
1212,29.1,109.96,48.31,100272.35,21.29,37.3184,train
1213,29.1,110.45,48.31,100272.35,21.29,51.3615,train
1214,29.11,110.52,48.12,100273.51,21.29,44.494,train
1215,29.11,112.34,48.43,100399.27,21.07,38.4089,test
1216,29.11,112.67,49.06,100393.39,20.75,35.9265,train
1217,29.12,110.38,47.93,100274.67,21.29,47.5263,train
1218,29.12,110.42,47.93,100274.67,21.29,43.5,train
1219,29.12,111.68,47.93,100274.67,21.29,38.5,train
1220,29.12,112.56,48.7,100400.27,20.84,44.9648,test
1221,29.13,110.19,47.74,100275.83,21.29,38.9805,train
1222,29.13,112.43,48.21,100401.43,20.96,44.3506,train
1223,29.13,113.02,49.27,100202.99,20.48,43.9523,train
1224,29.14,109.37,47.55,100276.99,21.3,35.4298,train
1225,29.14,109.69,47.55,100276.99,21.3,45.7069,test
1226,29.14,110.01,47.55,100276.99,21.3,43.3514,train
1227,29.14,110.49,47.55,100276.99,21.3,54.5803,train
1228,29.15,110.56,47.37,100278.15,21.3,47.0285,train
1229,29.15,112.12,47.48,100341.91,21.27,43.6306,train
1230,29.16,110.2,47.18,100279.31,21.3,49.9924,test
1231,29.16,110.31,47.18,100279.31,21.3,42.9657,train
1232,29.16,110.41,47.18,100279.31,21.3,46.9651,train
1233,29.16,110.83,47.18,100279.31,21.3,33.694,train
1234,29.18,109.62,46.8,100281.63,21.3,43.3723,train
1235,29.18,109.89,46.8,100281.63,21.3,40.1139,test
1236,29.18,110.68,46.8,100281.63,21.3,43.2205,train
1237,29.19,110.12,46.61,100282.79,21.3,36.6877,train
1238,29.19,110.39,46.61,100282.79,21.3,41.1921,train
1239,29.19,110.51,46.61,100282.79,21.3,41.7783,train
1240,29.19,111.63,46.61,100282.79,21.3,39.696,test
1241,29.19,112.36,46.65,100395.83,20.97,29.9936,train
1242,29.19,112.63,47.06,100391.31,20.71,36.0427,train
1243,29.19,113.11,48.01,99957.07,20.29,39.0776,train
1244,29.19,113.52,49.84,98482.63,19.22,43.1336,train
1245,29.2,109.77,46.42,100283.95,21.3,37.4468,test
1246,29.2,109.83,46.42,100283.95,21.3,42.4942,train
1247,29.2,109.96,46.42,100283.95,21.3,38.5768,train
1248,29.2,111.18,46.42,100283.95,21.3,49.9636,train
1249,29.21,111.98,46.23,100285.11,21.3,43.2042,train
1250,29.22,112.7,46.1,100382.03,20.61,33.5701,test
1251,29.23,110.44,45.85,100287.43,21.31,44.3518,train
1252,29.23,110.62,45.85,100287.43,21.31,40.1331,train
1253,29.23,112.55,46.22,100396.27,20.74,38.6338,train
1254,29.23,113.09,46.85,100002.67,20.36,45.0468,train
1255,29.23,113.39,48.14,99056.03,19.61,50.7782,test
1256,29.24,112.41,45.7,100395.63,20.87,45.8421,train
1257,29.24,113.14,46.9,99870.19,20.25,45.0457,train
1258,29.25,110.52,45.47,100289.75,21.31,41.3199,train
1259,29.26,109.73,45.41,100288.67,21.3,39.7091,train
1260,29.26,110.72,45.41,100288.67,21.3,52.2142,test
1261,29.26,111.54,45.41,100288.67,21.3,52.2819,train
1262,29.26,113.51,47.78,98634.03,19.33,29.2709,train
1263,29.27,110.15,45.34,100287.59,21.29,38.9779,train
1264,29.27,110.26,45.34,100287.59,21.29,47.1359,train
1265,29.28,110.01,45.27,100286.51,21.28,40.311,test
1266,29.28,110.33,45.27,100286.51,21.28,39.0239,train
1267,29.28,110.94,45.27,100286.51,21.28,38.6674,train
1268,29.28,112.15,44.74,100343.99,21.11,51.9807,train
1269,29.28,112.34,44.84,100387.47,20.91,43.8468,train
1270,29.29,109.41,45.21,100285.43,21.27,31.2635,test
1271,29.29,109.82,45.21,100285.43,21.27,42.1535,train
1272,29.29,109.88,45.21,100285.43,21.27,37.8902,train
1273,29.29,112.25,44.36,100381.47,20.99,46.1018,train
1274,29.29,112.66,45.08,100375.27,20.58,46.6074,train
1275,29.3,110.43,45.14,100284.35,21.27,41.4539,test
1276,29.3,112.53,45.33,100386.15,20.7,46.799,train
1277,29.3,113.1,45.76,99960.55,20.29,39.0641,train
1278,29.31,111.76,45.07,100283.27,21.26,41.0158,train
1279,29.31,112.27,44.21,100379.87,20.95,56.3468,train
1280,29.31,113.33,46.8,99407.87,19.97,44.2905,test
1281,29.31,113.44,47.05,98992.95,19.68,38.3541,train
1282,29.33,109.81,44.94,100281.11,21.24,42.949,train
1283,29.33,109.91,44.94,100281.11,21.24,35.2276,train
1284,29.33,109.98,44.94,100281.11,21.24,43.7371,train
1285,29.34,109.49,44.87,100280.03,21.23,34.2308,test
1286,29.34,110.31,44.87,100280.03,21.23,41.1309,train
1287,29.34,110.56,44.87,100280.03,21.23,39.7379,train
1288,29.35,110.36,44.81,100278.95,21.22,40.1741,train
1289,29.35,111.71,44.81,100278.95,21.22,41.1075,train
1290,29.35,112.41,44.35,100381.07,20.77,35.475,test
1291,29.35,112.43,44.49,100380.51,20.75,60.1432,train
1292,29.36,110.08,44.74,100277.87,21.21,49.8543,train
1293,29.36,110.38,44.74,100277.87,21.21,38.8508,train
1294,29.36,110.53,44.74,100277.87,21.21,43.6619,train
1295,29.36,112.5,44.91,100376.43,20.67,43.3822,test
1296,29.36,113.53,46.47,98821.15,19.61,49.3172,train
1297,29.37,110.58,44.67,100276.79,21.2,44.6112,train
1298,29.37,113.47,46.16,99034.23,19.83,41.5641,train
1299,29.38,111.54,44.61,100275.71,21.2,46.6307,train
1300,29.38,112.74,44.01,100332.83,20.37,54.5498,test
1301,29.38,113.09,44.67,99966.55,20.22,35.3,train
1302,29.39,110.01,44.54,100274.63,21.19,40.1741,train
1303,29.39,110.16,44.54,100274.63,21.19,44.2012,train
1304,29.39,110.46,44.54,100274.63,21.19,28.8884,train
1305,29.39,110.98,44.54,100274.63,21.19,48.5848,test
1306,29.39,113.63,46.65,98613.71,19.32,38.7651,train
1307,29.4,110.16,44.47,100273.55,21.18,41.8,train
1308,29.4,110.7,44.47,100273.55,21.18,41.8928,train
1309,29.4,112.8,43.74,100300.15,20.35,33.8504,train
1310,29.41,109.6,44.4,100272.47,21.17,39.4102,test
1311,29.41,109.92,44.4,100272.47,21.17,41.5608,train
1312,29.41,110.44,44.4,100272.47,21.17,39.8347,train
1313,29.41,112.2,43.12,100346.23,20.93,37.3,train
1314,29.41,113.31,45.62,99698.11,20.35,44.5372,train
1315,29.42,111.38,44.34,100271.39,21.16,44.1954,test
1316,29.42,111.97,44.34,100271.39,21.16,48.8284,train
1317,29.42,112.32,43.15,100367.95,20.8,54.0255,train
1318,29.42,112.64,43.99,100342.03,20.45,40.6644,train
1319,29.43,110.11,44.27,100270.31,21.15,50.0966,train
1320,29.43,110.3,44.27,100270.31,21.15,42.1535,test
1321,29.43,110.62,44.27,100270.31,21.15,45.4674,train
1322,29.43,111.09,44.27,100270.31,21.15,37.1,train
1323,29.44,110.24,44.2,100269.23,21.14,45.7027,train
1324,29.44,113.17,44.55,100006.15,20.44,39.3366,train
1325,29.44,113.31,45.28,99762.55,20.44,41.4883,test
1326,29.45,110.93,44.14,100268.15,21.13,40.6363,train
1327,29.45,113.05,43.53,100053.55,20.24,22.629,train
1328,29.45,113.36,45.1,99612.47,20.37,37.8226,train
1329,29.46,109.44,44.07,100267.07,21.13,40.7,train
1330,29.46,109.91,44.07,100267.07,21.13,41.2025,test
1331,29.46,110.48,44.07,100267.07,21.13,41.0533,train
1332,29.46,112.67,43.51,100321.59,20.36,42.9853,train
1333,29.46,113.22,44.69,100038.31,20.61,31.4547,train
1334,29.47,109.82,44,100265.99,21.12,41.2025,train
1335,29.47,111.67,44,100265.99,21.12,46.4265,test
1336,29.47,112.5,43.99,100353.11,20.57,49.6906,train
1337,29.48,109.41,43.94,100264.91,21.11,46.9166,train
1338,29.48,110.24,43.94,100264.91,21.11,27.1893,train
1339,29.48,113.26,44.71,100037.07,20.7,42.768,train
1340,29.48,113.45,44.6,99371.51,20.27,36.9,test
1341,29.49,109.99,43.87,100263.83,21.1,55.189,train
1342,29.49,110.16,43.87,100263.83,21.1,41.2025,train
1343,29.49,110.36,43.87,100263.83,21.1,41.2372,train
1344,29.49,110.55,43.87,100263.83,21.1,43.6567,train
1345,29.49,112.41,43.18,100351.39,20.64,50.7212,test
1346,29.49,112.78,42.92,100278.99,20.22,49.4397,train
1347,29.49,113.19,44.13,100109.23,20.64,40.3089,train
1348,29.5,110.76,43.8,100262.75,21.09,42.2343,train
1349,29.5,111.33,43.8,100262.75,21.09,59.4015,train
1350,29.51,109.45,43.84,100263.59,21.09,48.316,test
1351,29.51,110.29,43.84,100263.59,21.09,40.28,train
1352,29.51,111.8,43.84,100263.59,21.09,48.3084,train
1353,29.51,113.62,44.97,98946.19,19.78,39.5727,train
1354,29.52,110.16,43.87,100264.43,21.09,40.7508,train
1355,29.52,110.6,43.87,100264.43,21.09,41.2471,test
1356,29.52,112.47,43.49,100345.43,20.56,43.9419,train
1357,29.52,112.56,43.54,100330.27,20.43,37.6,train
1358,29.52,113.31,44.32,99920.71,20.61,36.7241,train
1359,29.53,110.1,43.9,100265.27,21.09,52.5811,train
1360,29.53,113.41,44.19,99578.03,20.36,26.678,test
1361,29.54,109.81,43.93,100266.11,21.09,43.3388,train
1362,29.54,112.56,43.55,100327.47,20.4,40.3131,train
1363,29.54,113.26,44.26,100107.35,20.68,40.4165,train
1364,29.54,113.36,44.18,99758.55,20.45,37.7499,train
1365,29.55,109.86,43.97,100266.95,21.09,50.378,test
1366,29.55,110.39,43.97,100266.95,21.09,40.4349,train
1367,29.55,110.49,43.97,100266.95,21.09,48.6928,train
1368,29.55,111.03,43.97,100266.95,21.09,41.6407,train
1369,29.55,111.66,43.97,100266.95,21.09,55.0559,train
1370,29.55,112.19,42.31,100326.51,20.82,31.0443,test
1371,29.55,113.36,44.13,99764.67,20.43,42.0096,train
1372,29.56,111.62,44,100267.79,21.09,46.832,train
1373,29.56,113.7,45.24,98917.63,19.57,46.1958,train
1374,29.57,109.7,44.03,100268.63,21.09,33.1734,train
1375,29.57,112.51,43.47,100331.07,20.44,45.4312,test
1376,29.58,109.59,44.07,100269.47,21.08,37.7366,train
1377,29.58,111.36,44.07,100269.47,21.08,38.4,train
1378,29.58,112.1,42.93,100290.51,20.9,48.865,train
1379,29.59,110.01,44.1,100270.31,21.08,40.4454,train
1380,29.59,113.33,43.96,99893.79,20.4,37.7825,test
1381,29.6,112.46,43.14,100331.55,20.48,52.6366,train
1382,29.6,112.81,42.84,100247.43,20.07,55.0421,train
1383,29.61,110.47,44.16,100271.99,21.08,41.2025,train
1384,29.62,110.6,44.2,100272.83,21.08,50.9687,train
1385,29.63,110.36,44.23,100273.67,21.08,43.4115,test
1386,29.63,112.74,42.96,100273.83,20.01,17.9899,train
1387,29.64,110.28,44.26,100274.51,21.08,38.3132,train
1388,29.64,110.96,44.26,100274.51,21.08,51.0112,train
1389,29.64,113.5,43.73,99762.63,20.54,39.7601,train
1390,29.65,109.86,44.3,100275.35,21.08,39.4516,test
1391,29.65,110.09,44.3,100275.35,21.08,39.8758,train
1392,29.65,113.62,44.38,99485.39,20.08,39.6082,train
1393,29.66,110.01,44.33,100276.19,21.08,40.4454,train
1394,29.66,113.35,43.6,99897.67,20.24,40.3459,train
1395,29.67,109.83,44.36,100277.03,21.08,33.2217,test
1396,29.67,111.73,44.36,100277.03,21.08,38.1,train
1397,29.68,110.15,44.39,100277.87,21.08,58.5431,train
1398,29.68,111.14,44.39,100277.87,21.08,33.0607,train
1399,29.68,111.66,44.39,100277.87,21.08,34.3782,train
1400,29.7,109.92,44.46,100279.55,21.08,41.0546,test
1401,29.7,110.58,44.46,100279.55,21.08,34.9998,train
1402,29.7,112.03,44.09,100284.71,21.02,42.1854,train
1403,29.71,110.19,44.49,100280.39,21.08,41.0924,train
1404,29.71,111.54,44.49,100280.39,21.08,47.2042,train
1405,29.73,109.8,44.56,100282.07,21.07,35.711,test
1406,29.73,112.85,42.69,100270.19,19.83,57.0077,train
1407,29.74,110.02,44.59,100282.91,21.07,34.3475,train
1408,29.74,113.44,43.32,100156.31,20.62,44.6415,train
1409,29.75,110.85,44.62,100283.75,21.07,47.3296,train
1410,29.77,110.07,44.76,100282.15,21.08,30.7502,test
1411,29.77,111.53,44.76,100282.15,21.08,44.4253,train
1412,29.79,113.52,43.38,100194.67,20.61,42.7871,train
1413,29.81,111.12,45.03,100278.95,21.09,45.6031,train
1414,29.82,111.59,45.1,100278.15,21.09,46.074,train
1415,29.85,111.39,45.3,100275.75,21.1,45.0675,test
1416,29.87,111.8,45.44,100274.15,21.1,53.1996,train
1417,29.88,110.54,45.5,100273.35,21.1,37.2599,train
1418,29.89,111.02,45.57,100272.55,21.1,51.4204,train
1419,29.93,110.68,45.84,100269.35,21.11,21.1932,train
1420,29.94,110.78,45.91,100268.55,21.12,42.1469,test
1421,29.98,111.07,46.18,100265.35,21.12,43.3238,train
